-- 근태
-- dml - Attendance1.sql
-- depth4
-- 작성자: 김민도

-- 기준일: 2026-02-06 (금)
-- 휴일 및 년도별 공휴일에는 데이터값 입력하지 않았음
-- 오전입실 확률 85% / 오후입실 확률 10% / 병가확률 5%(입실,퇴실 없음)
-- 오전입실 '정상'(attendanceTypeSeq=1) 입실(8시30분~8시59분59초) -> 퇴실(17시50분~17시59분59초) 확률 90% / '조퇴'(attendanceTypeSeq=4) 퇴실(16시50분~16시59분59초) 확률 10%
-- 오후입실 '지각'(attendanceTypeSeq=2) 입실(14시00분~14시59분59초) 퇴실(17시50분~17시59분59초)
-- '병가'(attendanceTypeSeq=5)

-- registeredCourseSeq 1, java 과정
-- 2024-01-02 시작 ~ 2024-06-30 종료
-- 1강의실 30/30명
INSERT INTO ATTENDANCE VALUES (1, TO_DATE('2024-01-02', 'YYYY-MM-DD'), TO_DATE('2024-01-02 08:07:07', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-01-02 17:55:01', 'YYYY-MM-DD HH24:MI:SS'), 1, 1);
INSERT INTO ATTENDANCE VALUES (3369, TO_DATE('2024-04-19', 'YYYY-MM-DD'), TO_DATE('2024-04-19 08:17:13', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-04-19 17:52:37', 'YYYY-MM-DD HH24:MI:SS'), 28, 1);
INSERT INTO ATTENDANCE VALUES (3370, TO_DATE('2024-04-22', 'YYYY-MM-DD'), TO_DATE('2024-04-22 08:09:23', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-04-22 17:56:39', 'YYYY-MM-DD HH24:MI:SS'), 28, 1);
INSERT INTO ATTENDANCE VALUES (3371, TO_DATE('2024-04-23', 'YYYY-MM-DD'), TO_DATE('2024-04-23 08:17:53', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-04-23 17:57:47', 'YYYY-MM-DD HH24:MI:SS'), 28, 1);
INSERT INTO ATTENDANCE VALUES (3372, TO_DATE('2024-04-24', 'YYYY-MM-DD'), TO_DATE('2024-04-24 14:24:52', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-04-24 17:50:05', 'YYYY-MM-DD HH24:MI:SS'), 28, 2);
INSERT INTO ATTENDANCE VALUES (3373, TO_DATE('2024-04-25', 'YYYY-MM-DD'), TO_DATE('2024-04-25 08:26:04', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-04-25 17:50:18', 'YYYY-MM-DD HH24:MI:SS'), 28, 1);
INSERT INTO ATTENDANCE VALUES (3374, TO_DATE('2024-04-26', 'YYYY-MM-DD'), TO_DATE('2024-04-26 08:14:12', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-04-26 17:51:45', 'YYYY-MM-DD HH24:MI:SS'), 28, 1);
INSERT INTO ATTENDANCE VALUES (3375, TO_DATE('2024-04-29', 'YYYY-MM-DD'), TO_DATE('2024-04-29 08:16:46', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-04-29 17:58:15', 'YYYY-MM-DD HH24:MI:SS'), 28, 1);
INSERT INTO ATTENDANCE VALUES (3376, TO_DATE('2024-04-30', 'YYYY-MM-DD'), TO_DATE('2024-04-30 08:10:54', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-04-30 17:56:34', 'YYYY-MM-DD HH24:MI:SS'), 28, 1);
INSERT INTO ATTENDANCE VALUES (3377, TO_DATE('2024-05-01', 'YYYY-MM-DD'), TO_DATE('2024-05-01 08:17:36', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-05-01 17:56:19', 'YYYY-MM-DD HH24:MI:SS'), 28, 1);
INSERT INTO ATTENDANCE VALUES (3378, TO_DATE('2024-05-02', 'YYYY-MM-DD'), TO_DATE('2024-05-02 08:21:19', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-05-02 17:56:35', 'YYYY-MM-DD HH24:MI:SS'), 28, 1);
INSERT INTO ATTENDANCE VALUES (3379, TO_DATE('2024-05-03', 'YYYY-MM-DD'), TO_DATE('2024-05-03 08:25:04', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-05-03 17:51:17', 'YYYY-MM-DD HH24:MI:SS'), 28, 1);
INSERT INTO ATTENDANCE VALUES (3380, TO_DATE('2024-05-07', 'YYYY-MM-DD'), TO_DATE('2024-05-07 08:16:57', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-05-07 16:59:55', 'YYYY-MM-DD HH24:MI:SS'), 28, 4);
INSERT INTO ATTENDANCE VALUES (3381, TO_DATE('2024-05-08', 'YYYY-MM-DD'), TO_DATE('2024-05-08 08:11:26', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-05-08 16:50:12', 'YYYY-MM-DD HH24:MI:SS'), 28, 4);
INSERT INTO ATTENDANCE VALUES (3382, TO_DATE('2024-05-09', 'YYYY-MM-DD'), TO_DATE('2024-05-09 08:29:24', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-05-09 17:56:57', 'YYYY-MM-DD HH24:MI:SS'), 28, 1);
INSERT INTO ATTENDANCE VALUES (3383, TO_DATE('2024-05-10', 'YYYY-MM-DD'), TO_DATE('2024-05-10 08:26:08', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-05-10 17:57:53', 'YYYY-MM-DD HH24:MI:SS'), 28, 1);
INSERT INTO ATTENDANCE VALUES (3384, TO_DATE('2024-05-13', 'YYYY-MM-DD'), TO_DATE('2024-05-13 14:27:28', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-05-13 17:56:06', 'YYYY-MM-DD HH24:MI:SS'), 28, 2);
INSERT INTO ATTENDANCE VALUES (3385, TO_DATE('2024-05-14', 'YYYY-MM-DD'), TO_DATE('2024-05-14 08:05:27', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-05-14 17:56:44', 'YYYY-MM-DD HH24:MI:SS'), 28, 1);
INSERT INTO ATTENDANCE VALUES (3386, TO_DATE('2024-05-16', 'YYYY-MM-DD'), TO_DATE('2024-05-16 08:24:52', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-05-16 17:55:51', 'YYYY-MM-DD HH24:MI:SS'), 28, 1);
INSERT INTO ATTENDANCE VALUES (3387, TO_DATE('2024-05-17', 'YYYY-MM-DD'), TO_DATE('2024-05-17 08:06:29', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-05-17 17:56:57', 'YYYY-MM-DD HH24:MI:SS'), 28, 1);
INSERT INTO ATTENDANCE VALUES (3388, TO_DATE('2024-05-20', 'YYYY-MM-DD'), TO_DATE('2024-05-20 08:17:00', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-05-20 17:51:22', 'YYYY-MM-DD HH24:MI:SS'), 28, 1);
INSERT INTO ATTENDANCE VALUES (3389, TO_DATE('2024-05-21', 'YYYY-MM-DD'), TO_DATE('2024-05-21 08:25:59', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-05-21 17:56:20', 'YYYY-MM-DD HH24:MI:SS'), 28, 1);
INSERT INTO ATTENDANCE VALUES (3390, TO_DATE('2024-05-22', 'YYYY-MM-DD'), TO_DATE('2024-05-22 08:22:41', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-05-22 17:55:49', 'YYYY-MM-DD HH24:MI:SS'), 28, 1);
INSERT INTO ATTENDANCE VALUES (3391, TO_DATE('2024-05-23', 'YYYY-MM-DD'), TO_DATE('2024-05-23 08:15:02', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-05-23 17:58:21', 'YYYY-MM-DD HH24:MI:SS'), 28, 1);
INSERT INTO ATTENDANCE VALUES (3392, TO_DATE('2024-05-24', 'YYYY-MM-DD'), TO_DATE('2024-05-24 08:18:15', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-05-24 17:53:26', 'YYYY-MM-DD HH24:MI:SS'), 28, 1);
INSERT INTO ATTENDANCE VALUES (3393, TO_DATE('2024-05-27', 'YYYY-MM-DD'), TO_DATE('2024-05-27 08:20:34', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-05-27 16:57:29', 'YYYY-MM-DD HH24:MI:SS'), 28, 4);
INSERT INTO ATTENDANCE VALUES (3394, TO_DATE('2024-05-28', 'YYYY-MM-DD'), TO_DATE('2024-05-28 08:01:12', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-05-28 17:55:28', 'YYYY-MM-DD HH24:MI:SS'), 28, 1);
INSERT INTO ATTENDANCE VALUES (3395, TO_DATE('2024-05-29', 'YYYY-MM-DD'), TO_DATE('2024-05-29 08:02:11', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-05-29 17:56:50', 'YYYY-MM-DD HH24:MI:SS'), 28, 1);
INSERT INTO ATTENDANCE VALUES (3396, TO_DATE('2024-05-30', 'YYYY-MM-DD'), TO_DATE('2024-05-30 08:12:26', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-05-30 17:53:13', 'YYYY-MM-DD HH24:MI:SS'), 28, 1);
INSERT INTO ATTENDANCE VALUES (3397, TO_DATE('2024-05-31', 'YYYY-MM-DD'), TO_DATE('2024-05-31 08:24:00', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-05-31 17:50:40', 'YYYY-MM-DD HH24:MI:SS'), 28, 1);
INSERT INTO ATTENDANCE VALUES (3398, TO_DATE('2024-06-03', 'YYYY-MM-DD'), TO_DATE('2024-06-03 14:38:50', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-06-03 17:59:53', 'YYYY-MM-DD HH24:MI:SS'), 28, 2);
INSERT INTO ATTENDANCE VALUES (3399, TO_DATE('2024-06-04', 'YYYY-MM-DD'), TO_DATE('2024-06-04 08:12:55', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-06-04 16:50:18', 'YYYY-MM-DD HH24:MI:SS'), 28, 4);
INSERT INTO ATTENDANCE VALUES (3400, TO_DATE('2024-06-05', 'YYYY-MM-DD'), TO_DATE('2024-06-05 08:23:33', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-06-05 17:51:30', 'YYYY-MM-DD HH24:MI:SS'), 28, 1);
INSERT INTO ATTENDANCE VALUES (3401, TO_DATE('2024-06-07', 'YYYY-MM-DD'), TO_DATE('2024-06-07 08:29:10', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-06-07 17:54:14', 'YYYY-MM-DD HH24:MI:SS'), 28, 1);
INSERT INTO ATTENDANCE VALUES (3402, TO_DATE('2024-06-10', 'YYYY-MM-DD'), TO_DATE('2024-06-10 08:09:20', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-06-10 17:53:17', 'YYYY-MM-DD HH24:MI:SS'), 28, 1);
INSERT INTO ATTENDANCE VALUES (3403, TO_DATE('2024-06-11', 'YYYY-MM-DD'), TO_DATE('2024-06-11 08:18:02', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-06-11 17:53:00', 'YYYY-MM-DD HH24:MI:SS'), 28, 1);
INSERT INTO ATTENDANCE VALUES (3404, TO_DATE('2024-06-12', 'YYYY-MM-DD'), NULL, NULL, 28, 5);
INSERT INTO ATTENDANCE VALUES (3405, TO_DATE('2024-06-13', 'YYYY-MM-DD'), TO_DATE('2024-06-13 14:10:19', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-06-13 17:54:24', 'YYYY-MM-DD HH24:MI:SS'), 28, 2);
INSERT INTO ATTENDANCE VALUES (3406, TO_DATE('2024-06-14', 'YYYY-MM-DD'), TO_DATE('2024-06-14 08:20:55', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-06-14 17:51:19', 'YYYY-MM-DD HH24:MI:SS'), 28, 1);
INSERT INTO ATTENDANCE VALUES (3407, TO_DATE('2024-06-17', 'YYYY-MM-DD'), TO_DATE('2024-06-17 08:14:41', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-06-17 17:56:17', 'YYYY-MM-DD HH24:MI:SS'), 28, 1);
INSERT INTO ATTENDANCE VALUES (3408, TO_DATE('2024-06-18', 'YYYY-MM-DD'), TO_DATE('2024-06-18 08:22:54', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-06-18 17:50:56', 'YYYY-MM-DD HH24:MI:SS'), 28, 1);
INSERT INTO ATTENDANCE VALUES (3409, TO_DATE('2024-06-19', 'YYYY-MM-DD'), TO_DATE('2024-06-19 14:42:49', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-06-19 17:58:40', 'YYYY-MM-DD HH24:MI:SS'), 28, 2);
INSERT INTO ATTENDANCE VALUES (3410, TO_DATE('2024-06-20', 'YYYY-MM-DD'), TO_DATE('2024-06-20 08:19:42', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-06-20 16:58:13', 'YYYY-MM-DD HH24:MI:SS'), 28, 4);
INSERT INTO ATTENDANCE VALUES (3411, TO_DATE('2024-06-21', 'YYYY-MM-DD'), TO_DATE('2024-06-21 08:29:57', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-06-21 17:53:41', 'YYYY-MM-DD HH24:MI:SS'), 28, 1);
INSERT INTO ATTENDANCE VALUES (3412, TO_DATE('2024-06-24', 'YYYY-MM-DD'), TO_DATE('2024-06-24 08:22:57', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-06-24 17:59:32', 'YYYY-MM-DD HH24:MI:SS'), 28, 1);
INSERT INTO ATTENDANCE VALUES (3413, TO_DATE('2024-06-25', 'YYYY-MM-DD'), TO_DATE('2024-06-25 08:19:51', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-06-25 17:52:31', 'YYYY-MM-DD HH24:MI:SS'), 28, 1);
INSERT INTO ATTENDANCE VALUES (3414, TO_DATE('2024-06-26', 'YYYY-MM-DD'), TO_DATE('2024-06-26 14:19:33', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-06-26 17:58:43', 'YYYY-MM-DD HH24:MI:SS'), 28, 2);
INSERT INTO ATTENDANCE VALUES (3415, TO_DATE('2024-06-27', 'YYYY-MM-DD'), TO_DATE('2024-06-27 08:07:35', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-06-27 17:57:43', 'YYYY-MM-DD HH24:MI:SS'), 28, 1);
INSERT INTO ATTENDANCE VALUES (3416, TO_DATE('2024-06-28', 'YYYY-MM-DD'), TO_DATE('2024-06-28 08:05:08', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-06-28 17:52:45', 'YYYY-MM-DD HH24:MI:SS'), 28, 1);
INSERT INTO ATTENDANCE VALUES (3417, TO_DATE('2024-01-02', 'YYYY-MM-DD'), TO_DATE('2024-01-02 08:15:06', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-01-02 17:53:38', 'YYYY-MM-DD HH24:MI:SS'), 29, 1);
INSERT INTO ATTENDANCE VALUES (3418, TO_DATE('2024-01-03', 'YYYY-MM-DD'), TO_DATE('2024-01-03 08:10:48', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-01-03 17:58:27', 'YYYY-MM-DD HH24:MI:SS'), 29, 1);
INSERT INTO ATTENDANCE VALUES (3419, TO_DATE('2024-01-04', 'YYYY-MM-DD'), TO_DATE('2024-01-04 08:09:28', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-01-04 17:59:33', 'YYYY-MM-DD HH24:MI:SS'), 29, 1);
INSERT INTO ATTENDANCE VALUES (3420, TO_DATE('2024-01-05', 'YYYY-MM-DD'), TO_DATE('2024-01-05 08:20:00', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-01-05 16:58:33', 'YYYY-MM-DD HH24:MI:SS'), 29, 4);
INSERT INTO ATTENDANCE VALUES (3421, TO_DATE('2024-01-08', 'YYYY-MM-DD'), TO_DATE('2024-01-08 08:09:06', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-01-08 17:56:58', 'YYYY-MM-DD HH24:MI:SS'), 29, 1);
INSERT INTO ATTENDANCE VALUES (3422, TO_DATE('2024-01-09', 'YYYY-MM-DD'), TO_DATE('2024-01-09 08:14:07', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-01-09 17:52:28', 'YYYY-MM-DD HH24:MI:SS'), 29, 1);
INSERT INTO ATTENDANCE VALUES (3423, TO_DATE('2024-01-10', 'YYYY-MM-DD'), TO_DATE('2024-01-10 08:20:36', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-01-10 17:51:22', 'YYYY-MM-DD HH24:MI:SS'), 29, 1);
INSERT INTO ATTENDANCE VALUES (3424, TO_DATE('2024-01-11', 'YYYY-MM-DD'), TO_DATE('2024-01-11 08:22:13', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-01-11 17:52:50', 'YYYY-MM-DD HH24:MI:SS'), 29, 1);
INSERT INTO ATTENDANCE VALUES (3425, TO_DATE('2024-01-12', 'YYYY-MM-DD'), TO_DATE('2024-01-12 08:06:26', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-01-12 17:52:55', 'YYYY-MM-DD HH24:MI:SS'), 29, 1);
INSERT INTO ATTENDANCE VALUES (3426, TO_DATE('2024-01-15', 'YYYY-MM-DD'), TO_DATE('2024-01-15 14:03:11', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-01-15 17:52:35', 'YYYY-MM-DD HH24:MI:SS'), 29, 2);
INSERT INTO ATTENDANCE VALUES (3427, TO_DATE('2024-01-16', 'YYYY-MM-DD'), TO_DATE('2024-01-16 14:56:53', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-01-16 17:59:05', 'YYYY-MM-DD HH24:MI:SS'), 29, 2);
INSERT INTO ATTENDANCE VALUES (3428, TO_DATE('2024-01-17', 'YYYY-MM-DD'), TO_DATE('2024-01-17 08:00:48', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-01-17 17:57:01', 'YYYY-MM-DD HH24:MI:SS'), 29, 1);
INSERT INTO ATTENDANCE VALUES (3429, TO_DATE('2024-01-18', 'YYYY-MM-DD'), TO_DATE('2024-01-18 08:03:31', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-01-18 17:56:02', 'YYYY-MM-DD HH24:MI:SS'), 29, 1);
INSERT INTO ATTENDANCE VALUES (3430, TO_DATE('2024-01-19', 'YYYY-MM-DD'), TO_DATE('2024-01-19 08:05:56', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-01-19 17:59:39', 'YYYY-MM-DD HH24:MI:SS'), 29, 1);
INSERT INTO ATTENDANCE VALUES (3431, TO_DATE('2024-01-22', 'YYYY-MM-DD'), TO_DATE('2024-01-22 14:56:48', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-01-22 17:56:06', 'YYYY-MM-DD HH24:MI:SS'), 29, 2);
INSERT INTO ATTENDANCE VALUES (3432, TO_DATE('2024-01-23', 'YYYY-MM-DD'), TO_DATE('2024-01-23 08:12:22', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-01-23 17:58:04', 'YYYY-MM-DD HH24:MI:SS'), 29, 1);
INSERT INTO ATTENDANCE VALUES (3433, TO_DATE('2024-01-24', 'YYYY-MM-DD'), TO_DATE('2024-01-24 14:23:42', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-01-24 17:59:46', 'YYYY-MM-DD HH24:MI:SS'), 29, 2);
INSERT INTO ATTENDANCE VALUES (3434, TO_DATE('2024-01-25', 'YYYY-MM-DD'), TO_DATE('2024-01-25 08:20:34', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-01-25 17:56:57', 'YYYY-MM-DD HH24:MI:SS'), 29, 1);
INSERT INTO ATTENDANCE VALUES (3435, TO_DATE('2024-01-26', 'YYYY-MM-DD'), TO_DATE('2024-01-26 08:14:25', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-01-26 17:54:11', 'YYYY-MM-DD HH24:MI:SS'), 29, 1);
INSERT INTO ATTENDANCE VALUES (3436, TO_DATE('2024-01-29', 'YYYY-MM-DD'), TO_DATE('2024-01-29 08:23:00', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-01-29 17:53:30', 'YYYY-MM-DD HH24:MI:SS'), 29, 1);
INSERT INTO ATTENDANCE VALUES (3437, TO_DATE('2024-01-30', 'YYYY-MM-DD'), TO_DATE('2024-01-30 08:02:03', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-01-30 17:58:36', 'YYYY-MM-DD HH24:MI:SS'), 29, 1);
INSERT INTO ATTENDANCE VALUES (3438, TO_DATE('2024-01-31', 'YYYY-MM-DD'), TO_DATE('2024-01-31 08:26:56', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-01-31 17:55:53', 'YYYY-MM-DD HH24:MI:SS'), 29, 1);
INSERT INTO ATTENDANCE VALUES (3439, TO_DATE('2024-02-01', 'YYYY-MM-DD'), TO_DATE('2024-02-01 08:26:35', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-02-01 17:52:10', 'YYYY-MM-DD HH24:MI:SS'), 29, 1);
INSERT INTO ATTENDANCE VALUES (3440, TO_DATE('2024-02-02', 'YYYY-MM-DD'), TO_DATE('2024-02-02 08:00:34', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-02-02 17:54:27', 'YYYY-MM-DD HH24:MI:SS'), 29, 1);
INSERT INTO ATTENDANCE VALUES (3441, TO_DATE('2024-02-05', 'YYYY-MM-DD'), TO_DATE('2024-02-05 08:03:30', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-02-05 17:51:45', 'YYYY-MM-DD HH24:MI:SS'), 29, 1);
INSERT INTO ATTENDANCE VALUES (3442, TO_DATE('2024-02-06', 'YYYY-MM-DD'), TO_DATE('2024-02-06 14:40:49', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-02-06 17:53:28', 'YYYY-MM-DD HH24:MI:SS'), 29, 2);
INSERT INTO ATTENDANCE VALUES (3443, TO_DATE('2024-02-07', 'YYYY-MM-DD'), TO_DATE('2024-02-07 08:28:15', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-02-07 16:52:13', 'YYYY-MM-DD HH24:MI:SS'), 29, 4);
INSERT INTO ATTENDANCE VALUES (3444, TO_DATE('2024-02-08', 'YYYY-MM-DD'), TO_DATE('2024-02-08 08:25:24', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-02-08 17:58:49', 'YYYY-MM-DD HH24:MI:SS'), 29, 1);
INSERT INTO ATTENDANCE VALUES (3445, TO_DATE('2024-02-13', 'YYYY-MM-DD'), TO_DATE('2024-02-13 08:11:58', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-02-13 17:50:03', 'YYYY-MM-DD HH24:MI:SS'), 29, 1);
INSERT INTO ATTENDANCE VALUES (3446, TO_DATE('2024-02-14', 'YYYY-MM-DD'), TO_DATE('2024-02-14 08:19:24', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-02-14 17:58:57', 'YYYY-MM-DD HH24:MI:SS'), 29, 1);
INSERT INTO ATTENDANCE VALUES (3447, TO_DATE('2024-02-15', 'YYYY-MM-DD'), TO_DATE('2024-02-15 08:29:09', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-02-15 17:58:26', 'YYYY-MM-DD HH24:MI:SS'), 29, 1);
INSERT INTO ATTENDANCE VALUES (3448, TO_DATE('2024-02-16', 'YYYY-MM-DD'), TO_DATE('2024-02-16 08:24:38', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-02-16 17:58:31', 'YYYY-MM-DD HH24:MI:SS'), 29, 1);
INSERT INTO ATTENDANCE VALUES (3449, TO_DATE('2024-02-19', 'YYYY-MM-DD'), TO_DATE('2024-02-19 14:21:32', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-02-19 17:55:53', 'YYYY-MM-DD HH24:MI:SS'), 29, 2);
INSERT INTO ATTENDANCE VALUES (3450, TO_DATE('2024-02-20', 'YYYY-MM-DD'), TO_DATE('2024-02-20 08:09:18', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-02-20 17:55:18', 'YYYY-MM-DD HH24:MI:SS'), 29, 1);
INSERT INTO ATTENDANCE VALUES (3451, TO_DATE('2024-02-21', 'YYYY-MM-DD'), TO_DATE('2024-02-21 08:08:11', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-02-21 17:52:58', 'YYYY-MM-DD HH24:MI:SS'), 29, 1);
INSERT INTO ATTENDANCE VALUES (3452, TO_DATE('2024-02-22', 'YYYY-MM-DD'), TO_DATE('2024-02-22 08:10:39', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-02-22 17:59:48', 'YYYY-MM-DD HH24:MI:SS'), 29, 1);
INSERT INTO ATTENDANCE VALUES (3453, TO_DATE('2024-02-23', 'YYYY-MM-DD'), TO_DATE('2024-02-23 08:27:43', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-02-23 17:53:10', 'YYYY-MM-DD HH24:MI:SS'), 29, 1);
INSERT INTO ATTENDANCE VALUES (3454, TO_DATE('2024-02-26', 'YYYY-MM-DD'), TO_DATE('2024-02-26 08:01:16', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-02-26 17:51:24', 'YYYY-MM-DD HH24:MI:SS'), 29, 1);
INSERT INTO ATTENDANCE VALUES (3455, TO_DATE('2024-02-27', 'YYYY-MM-DD'), TO_DATE('2024-02-27 14:33:28', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-02-27 17:51:36', 'YYYY-MM-DD HH24:MI:SS'), 29, 2);
INSERT INTO ATTENDANCE VALUES (3456, TO_DATE('2024-02-28', 'YYYY-MM-DD'), TO_DATE('2024-02-28 08:27:29', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-02-28 17:56:00', 'YYYY-MM-DD HH24:MI:SS'), 29, 1);
INSERT INTO ATTENDANCE VALUES (3457, TO_DATE('2024-02-29', 'YYYY-MM-DD'), TO_DATE('2024-02-29 08:03:23', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-02-29 17:52:12', 'YYYY-MM-DD HH24:MI:SS'), 29, 1);
INSERT INTO ATTENDANCE VALUES (3458, TO_DATE('2024-03-04', 'YYYY-MM-DD'), TO_DATE('2024-03-04 08:18:02', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-03-04 17:50:07', 'YYYY-MM-DD HH24:MI:SS'), 29, 1);
INSERT INTO ATTENDANCE VALUES (3459, TO_DATE('2024-03-05', 'YYYY-MM-DD'), NULL, NULL, 29, 5);
INSERT INTO ATTENDANCE VALUES (3460, TO_DATE('2024-03-06', 'YYYY-MM-DD'), TO_DATE('2024-03-06 08:29:40', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-03-06 17:57:54', 'YYYY-MM-DD HH24:MI:SS'), 29, 1);
INSERT INTO ATTENDANCE VALUES (3461, TO_DATE('2024-03-07', 'YYYY-MM-DD'), TO_DATE('2024-03-07 08:12:01', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-03-07 17:56:34', 'YYYY-MM-DD HH24:MI:SS'), 29, 1);
INSERT INTO ATTENDANCE VALUES (3462, TO_DATE('2024-03-08', 'YYYY-MM-DD'), TO_DATE('2024-03-08 08:07:08', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-03-08 17:51:16', 'YYYY-MM-DD HH24:MI:SS'), 29, 1);
